ID_EVENEMENT,NOM_EVENEMENT,TYPE_EVENEMENT,EVENEMENT_ENVERGURE,NOM_ZONE,NOM_SPOT_A1S,DATE,TYPES_MILIEUX,REGION,DEPARTEMENT,NIVEAU_CARAC,NOM_VILLE,CODE_POSTAL,NOM_STRUCTURE,ID_STRUCTURE,COORD_GPS_X,COORD_GPS_Y
1155,"Ramassage Collège Auguste Renoir, 13013 Marseille",Ramassage,,"College auguste Renoir, 13013 Marseille",,2022-02-04,Zone urbaine/Parc urbain - Jardin public/Présent au sol (abandonné),Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,3,Marseille,13013,Le Naturoscope,10,5.4090821743011,43.327192535582
1154,"Ramassage Collège Joseph d'Arbaud, Salon de Provence",Ramassage,,"Collège Joseph d'Arbaud, Salon de Provence, espace extérieurs dans l'enceinte du collége et abords des terrains de sport",,2022-01-17,Zone urbaine/Parc urbain - Jardin public/Présent au sol (abandonné),Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,3,Salon-de-Provence,13300,Le Naturoscope,10,5.1072585582733,43.625934605118
1153,"Ramassage Collège Henri Wallon, Marseille 13014",Ramassage,,Ramassage par les collégiens des déchets présent dans et autour du collège,,2022-01-13,Zone urbaine/Parc urbain - Jardin public/Présent au sol (abandonné),Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,3,Marseille,13014,Le Naturoscope,10,5.3873401880264,43.318754500649
1152,Ramassage College Joseph d'Arbaud - Salon de Provence,Ramassage,,"Cour du collège, sur l'accès au collège et autour du stade",,2021-12-02,Zone urbaine/Parc urbain - Jardin public/Présent au sol (abandonné),Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Salon-de-Provence,13300,Le Naturoscope,10,5.0749969482422,43.640454378055
1151,Balade nettoyage,Ramassage,,,,2022-02-11,"Zone urbaine/Route, rue, place/Présent au sol (abandonné)",Nouvelle Aquitaine,Charente-Maritime,1,Saint-Xandre,17138,Echo-Mer,399,-1.095167398289,46.205807663974
1150,Nettoyage citoyen #2 Anse de la Fausse Monnaie,Ramassage,,Anse de la Fausse Monnaie,Anse de la Fausse Monnaie,2022-02-26,Littoral (terrestre)/Rocher et crique/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Marseille,13007,MerTerre,145,5.3527691960335,43.280521340903
1149,Collines Propres 2022,Ramassage,,Colline et route,,2022-02-12,Zone naturelle ou rurale (hors littoral et montagne)/Sentier et chemin/Présent au sol (abandonné),Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,1,La Ciotat,13600,CoLLecT-IF environnement,54,5.5911961197853,43.179224428304
1148,SOS ramassage déchets littoral,Ramassage,,Latitude : 50.202727 | Longitude : 1.522858,,2022-03-20,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Hauts de France,Somme,2,Cayeux-sur-Mer,80410,SOS laisse de mer,81,1.5210296027362,50.202388788374
1147,Action étudiante collecte déchets Lycée Golf-hôtel,Ramassage,,,,2022-01-06,"Zone urbaine/Route, rue, place/Présent au sol (abandonné)",Région Sud Provence Alpes Côtes D'Azur,Var,2,Hyères,83400,Chercheurs en herbe,36,6.1571312,43.1304016
1146,Nettoyons l'Eygoutier avant que les déchets n'arrivent à la mer !,Ramassage,,,,2022-02-12,Cours d'eau/Berge naturelle (hors plage)/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Var,2,Toulon,83041,Chercheurs en herbe,36,5.9474417567253,43.119416938215
1145,Le Grand Ramassage - Espace Borely,Ramassage,,,,2022-02-06,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué;Littoral (terrestre)/Digue et ouvrage/Présent au sol (abandonné) et échoué;Zone urbaine/Parc urbain - Jardin public/Présent au sol (abandonné)",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Marseille,13008,MerTerre,145,5.3750254,43.2546165
1144,Collecte de déchets Sauvages à Carqueiranne,Ramassage,,,,2022-03-05,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Var,2,Carqueiranne,83320,Explore & Preserve,14,6.0776678326692,43.087822813595
1143,Digues du Port de Hyères,Ramassage,,,,2022-02-19,Littoral (terrestre)/Digue et ouvrage/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Var,2,Hyères,83400,Explore & Preserve,14,6.1590600020281,43.083261930172
1142,Collecte de déchets sauvages aux Salins des Pesquiers,Ramassage,,"Equipes seront réparties à pied, en, barque ou en kayak",,2022-04-02,Lagune et étang côtier/Canaux et Salins/Flottant,Région Sud Provence Alpes Côtes D'Azur,Var,2,Hyères,83400,Explore & Preserve,14,6.1469106684672,43.066744792372
1141,cleanwalk,Ramassage,,"ouvert à tous
2h de marche utile",,2022-02-13,Zone urbaine/Parc urbain - Jardin public/Présent au sol (abandonné),Grand Est,Marne,2,Reims,51100,MARCHONS UTILE,380,4.0473527,49.2304782
1140,Dépollution Guillotière,Ramassage,Opération Dépollution – Wings Of The Ocean,,,2022-01-16,"Cours d'eau/Quai, Digue et ouvrage/Présent au sol (abandonné)",Auvergne Rhône Alpes,Métropole de Lyon,2,Lyon,69003,Wings of the Ocean,146,4.8403340578352,45.756398629121
1139,Dépollution des berges de La Mosson,Ramassage,,,,2022-02-06,Cours d'eau/Berge naturelle (hors plage)/Présent au sol (abandonné) et échoué,Occitanie,Hérault,4,Juvignac,34990,CAP Océans,94,3.81646,43.6144814
1138,Caractérisation scientifique Sormiou,Ramassage,,,Calanque de Sormiou,2021-04-12,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,4,Marseille,13007,Eaux Cristallines,294,5.3500815,43.2810267
1137,Campagne de caractérisation - Anse de la Maronnaise,Ramassage,,,Plage de la Maronaise,2021-04-08,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,4,Marseille,13007,Eaux Cristallines,294,5.3500815,43.2810267
1136,Campagne de caractérisation Fausse Monnaie #3,Ramassage,,,Anse de la Fausse Monnaie,2021-04-08,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Echoué",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,4,Marseille,13007,Eaux Cristallines,294,5.3500815,43.2810267
1135,Caractérisation scientifique - Pointe Rouge,Ramassage,,,Plage de la Pointe rouge,2021-04-07,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Echoué",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,4,Marseille,13007,Eaux Cristallines,294,5.3500815,43.2810267
1134,Caractérisation scientifique Anse Malmousque #2,Ramassage,,,Anse de Malmousque,2021-04-06,Littoral (terrestre)/Port/Flottant,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,4,Marseille,13007,Eaux Cristallines,294,5.3500815,43.2810267
1133,Caractérisation scientifique - anse Maldormé #2,Ramassage,,,Anse de Maldormé,2021-04-06,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,4,Marseille,13007,Eaux Cristallines,294,5.3500815,43.2810267
1132,Campagne de caractérisation Fausse Monnaie #2,Ramassage,,,Anse de la Fausse Monnaie,2021-04-06,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Echoué",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,4,Marseille,13007,Eaux Cristallines,294,5.3500815,43.2810267
1131,Campagne de caractérisation Plage du Prado / David,Ramassage,,,Plage du Prado,2021-04-02,Littoral (terrestre)/Digue et ouvrage/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,4,Marseille,13007,Eaux Cristallines,294,5.3500815,43.2810267
1130,Caractérisation scientifique Anse Maldormé,Ramassage,,,Anse de Maldormé,2021-03-24,Littoral (terrestre)/Rocher et crique/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,4,Marseille,13007,Eaux Cristallines,294,5.3500815,43.2810267
1129,Caractérisation scientifique Anse Malmousque,Ramassage,,,Anse de Malmousque,2021-03-19,Littoral (terrestre)/Port/Flottant,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,4,Marseille,13007,Eaux Cristallines,294,5.3500815,43.2810267
1128,Caractérisation scientifique Anse Fausse Monnaie,Ramassage,,,Anse de la Fausse Monnaie,2021-03-16,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Echoué",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,4,Marseille,13007,Eaux Cristallines,294,5.3500815,43.2810267
1127,Brest dépollution,Ramassage,Opération Dépollution – Wings Of The Ocean,,,2021-12-13,Littoral (terrestre)/Rocher et crique/Présent au sol (abandonné),Bretagne,Finistère,2,Brest,29200,Wings of the Ocean,146,-4.4893400667596,48.37898555
1125,Campagne de caractérisation scientifique,Ramassage,,,Plage de Borély,2021-03-16,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,4,Marseille,13007,Eaux Cristallines,294,5.3500815,43.2810267
1124,Collecte des 3 Iles d'OR,Ramassage,,1 ile par jour. Départ en bateau à 9h chaque matin. Retour à Hyères vers 16h,,2022-01-21,Littoral (terrestre)/Multi-lieux/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Var,2,Hyères,83400,Explore & Preserve,14,6.1553285113405,43.07848819369
1123,Clean my Calanques X My Provence - Carry-le-Rouet,Ramassage,,,,2022-03-27,Littoral (terrestre)/Digue et ouvrage/Présent au sol (abandonné) et échoué;Littoral (terrestre)/Digue et ouvrage/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Carry-le-Rouet,13620,Clean my Calanques,21,5.1604183457675,43.329067721163
1122,5è Operation Mer Propre,Ramassage,,Devant le club de l'ANSM,Port Saint Mandrier et plages environnantes,2022-02-05,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Var,2,Saint-Mandrier-sur-Mer,83430,Planète Sciences Méditerranée,115,5.9231972694397,43.080321688724
1121,Première dépollution d'urgence des sentinelles du littoral marseillais et lancement de l'antenne de Marseille,Ramassage,,,,2022-01-23,"Mer - Océan/Mer - Océan/Fond;Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Marseille,13007,Wings of the Ocean,146,5.3554967695938,43.29072945
1120,LYON DEPOLLUTION / Quai Pierre-Scize et Quai St Vincent,Ramassage,Opération Dépollution – Wings Of The Ocean,Quai Pierre-Scize et Quai St Vincent,,2021-10-31,"Cours d'eau/Quai, Digue et ouvrage/Présent au sol (abandonné)",Auvergne Rhône Alpes,Métropole de Lyon,2,Lyon,69001,Wings of the Ocean,146,4.8157625195745,45.768250040701
1119,Lyon dépollution,Ramassage,Opération Dépollution – Wings Of The Ocean,,,2021-11-21,"Cours d'eau/Quai, Digue et ouvrage/Présent au sol (abandonné)",Auvergne Rhône Alpes,Métropole de Lyon,2,Lyon,69002,Wings of the Ocean,146,4.8159451475625,45.7328127
1118,dépollution Parc entre berge Rhône et Halle Tony Garnier,Ramassage,Opération Dépollution – Wings Of The Ocean,,,2021-03-21,"Cours d'eau/Quai, Digue et ouvrage/Présent au sol (abandonné) et échoué",Auvergne Rhône Alpes,Métropole de Lyon,2,Lyon,69007,Wings of the Ocean,146,4.82245981696,45.731463446864
1117,Lyon dépollution,Ramassage,,,,2021-09-18,Zone urbaine/Parc urbain - Jardin public/Présent au sol (abandonné),Auvergne Rhône Alpes,Métropole de Lyon,2,Lyon,69002,Wings of the Ocean,146,4.8320114,45.7578137
1116,LYON DEPOLLUTION / Quai des étroits,Ramassage,Opération Dépollution – Wings Of The Ocean,Quai des étroits = au bord de l'eau et au dessus sur le trottoir,,2021-09-25,"Cours d'eau/Quai, Digue et ouvrage/Présent au sol (abandonné) et échoué",Auvergne Rhône Alpes,Métropole de Lyon,2,Lyon,69005,Wings of the Ocean,146,4.8202664851487,45.750918355143
1115,Lyon dépollution,Ramassage,,,,2021-02-13,Zone urbaine/Parc urbain - Jardin public/Présent au sol (abandonné),Auvergne Rhône Alpes,Métropole de Lyon,2,Lyon,69002,Wings of the Ocean,146,4.8320114,45.7578137
1114,LYON DEPOLLUTION / Pont de Croix Luizet 2,Ramassage,Opération Dépollution – Wings Of The Ocean,Sous le Pont de Croix Luizet / En face des Puces du canal,,2021-07-18,"Cours d'eau/Quai, Digue et ouvrage/Présent au sol (abandonné)",Auvergne Rhône Alpes,Métropole de Lyon,2,Villeurbanne,69100,Wings of the Ocean,146,4.8939542767766,45.78458678418
1113,Lyon dépollution - Décines Grand Large,Ramassage,Opération Dépollution – Wings Of The Ocean,,,2021-09-23,Cours d'eau/Berge naturelle (hors plage)/Présent au sol (abandonné) et échoué,Auvergne Rhône Alpes,Métropole de Lyon,2,Décines-Charpieu,69150,Wings of the Ocean,146,4.9754977226257,45.777753997105
1112,LYON DEPOLLUTION / Pont de Croix Luizet 1,Ramassage,Opération Dépollution – Wings Of The Ocean,"Sous le pont et en face des ""Puces du Canal""",,2021-06-06,Cours d'eau/Berge naturelle (hors plage)/Présent au sol (abandonné) et échoué,Auvergne Rhône Alpes,Métropole de Lyon,2,Villeurbanne,69100,Wings of the Ocean,146,4.8939456951484,45.784217367386
1111,Lyon dépollution,Ramassage,,Port des enfants du rhone,,2021-02-07,Zone urbaine/Parc urbain - Jardin public/Présent au sol (abandonné),Auvergne Rhône Alpes,Métropole de Lyon,2,Lyon,69002,Wings of the Ocean,146,4.8320114,45.7578137
1110,Lyon dépollution,Ramassage,Opération Dépollution – Wings Of The Ocean,,,2021-01-09,Cours d'eau/Berge naturelle (hors plage)/Présent au sol (abandonné),Auvergne Rhône Alpes,Métropole de Lyon,2,Lyon,69006,Wings of the Ocean,146,4.8433399200439,45.777169169896
1109,LYON DEPOLLUTION,Ramassage,Opération Dépollution – Wings Of The Ocean,Sous le pont,,2021-04-18,Cours d'eau/Berge naturelle (hors plage)/Présent au sol (abandonné),Auvergne Rhône Alpes,Métropole de Lyon,2,Caluire-et-Cuire,69300,Wings of the Ocean,146,4.8422241197841,45.780283064667
1108,Lyon dépollution,Ramassage,Opération Dépollution – Wings Of The Ocean,,,2021-01-16,Zone urbaine/Parc urbain - Jardin public/Présent au sol (abandonné),Auvergne Rhône Alpes,Métropole de Lyon,2,Lyon,69002,Wings of the Ocean,146,4.8320114,45.7578137
1107,Gifi suite 2022,Ramassage,,,,2022-01-23,"Zone urbaine/Route, rue, place/Présent au sol (abandonné)",Grand Est,Bas-Rhin,2,Saverne,67700,SoS Pla'nette,274,7.3784279824395,48.742751533232
1106,Nettoyage insolite,Ramassage,,Endroit signalé par un pêcheur.,,2022-01-12,Cours d'eau/Berge naturelle (hors plage)/Présent au sol (abandonné) et échoué,Grand Est,Bas-Rhin,2,Steinbourg,67790,SoS Pla'nette,274,7.4249410631455,48.770969925514
1105,Nettoyage et sensibilisation,Ramassage,,Finitions après le l'enlèvement des 7t de pneus,,2022-01-13,"Zone urbaine/Route, rue, place/Présent au sol (abandonné)",Grand Est,Bas-Rhin,2,Monswiller,67700,SoS Pla'nette,274,7.3908090592522,48.739680874865
1104,Journée Crions pour les océans,Animation,,,,2022-01-22,,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,0,Marseille,13001,Théâtre La Criée,390,5.3679904178716,43.292457323027
1103,Optimist Coach Regatta Marseille,Ramassage,,,Club de Voile Pointe Rouge,2022-01-22,Littoral (terrestre)/Port/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Marseille,13008,Green Sailing Generation,278,5.367546382635,43.24454965
1102,Calanques Propres 2022 - Anse de la Maronaise,Ramassage,Calanques Propres,,,2022-06-04,"Littoral (terrestre)/Espace naturel en arrière plage/côte (calanques, colline …)/Présent au sol (abandonné) et échoué;Littoral (terrestre)/Rocher et crique/Présent au sol (abandonné)",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Marseille,13008,MerTerre,145,5.3417676,43.2152447
1100,Ramassage DCSMM - Plage de Petite Afrique (Beaulieu S/ Mer),Ramassage,,,Plage de la Petite Afrique,2022-01-13,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Alpes-Maritimes,4,Beaulieu-sur-Mer,06310,MerTerre,145,7.33375,43.7088
1099,Ramassage DCSMM - Plage de Napoléon (Port St Louis),Ramassage,,,Plage de Napoléon,2022-01-14,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,4,Port-Saint-Louis-du-Rhône,13230,MerTerre,145,4.886625038743,43.35656325
1098,Ramassage DCSMM - Plage de Pomègues (îles du Frioul),Ramassage,,,Plage du Port de Pomègues,2022-01-12,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Echoué",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,4,Marseille,13002,MerTerre,145,5.3692811,43.2945804
1097,Horizons - 03/08/2021,Ramassage,Les escales de la transition,,,2021-08-03,Littoral (terrestre)/Port/Présent au sol (abandonné),Hauts de France,Pas-de-Calais,4,Calais,62100,Horizons Naviguer et Partager,292,1.8474459,50.9619418
1096,"2022 ,NOUS REVOILA",Ramassage,,L'évènement aura lieu sur la route forestière reliant la France l'Espagne le passage des Migrants qui viennent d'Espagne pour traverser la France,Cerbère Sentier du littoral vers frontière,2022-01-01,Zone naturelle ou rurale (hors littoral et montagne)/Sentier et chemin/Présent au sol (abandonné);Zone naturelle ou rurale (hors littoral et montagne)/Sentier et chemin/Présent au sol (abandonné),Occitanie,Pyrénées-Orientales,2,Cerbère,66290,CERBERE A JAMAIS / CERBERE GARDIENS MER ET NATURE,58,3.1655342,42.4419979
1095,Ramassage citoyen de déchets sauvages – Anse Méjean - Dernière 2022,Ramassage,,,"Cap Brun, Anse de Méjean",2022-12-03,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Var,2,Toulon,83100,Chercheurs en herbe,36,5.9713590145111,43.105386461896
1094,Nettoyons le Mont-Faron,Ramassage,,,Mont Faron,2022-10-15,Zone naturelle ou rurale (hors littoral et montagne)/Forêt/Présent au sol (abandonné),Région Sud Provence Alpes Côtes D'Azur,Var,2,Toulon,83200,Chercheurs en herbe,36,5.9301897883415,43.150475844352
1093,Collecte déchets sauvages Tour Royale - Journée mondiale de l'environnement,Ramassage,,,"Plage de Pipady, Tour Royale",2022-06-05,Littoral (terrestre)/Digue et ouvrage/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Var,2,Toulon,83800,Chercheurs en herbe,36,5.9262067079544,43.103834876046
1092,PROVENCE PROPRE 5ÈME ÉDITION – TOULON – TOUR ROYALE ET PLAGE DE PIPADY,Ramassage,Provence Propre,,Plages de Pipady au Mourillon,2022-11-05,Littoral (terrestre)/Parc urbain - Jardin public/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Var,2,Toulon,83800,Chercheurs en herbe,36,5.9262174367905,43.103874042537
1091,Provence propre 5ème édition – Toulon – Plages du Mourillon,Ramassage,Provence Propre,,Plages de Pipady au Mourillon,2022-11-05,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Var,2,Toulon,83041,Chercheurs en herbe,36,5.9539192914963,43.107297097043
1090,PROVENCE PROPRE 5ÈME ÉDITION – TOULON – PORT ST LOUIS ET PLAGE DE LA MITRE,Ramassage,Provence Propre,,"Plage de Pipady, Tour Royale",2022-11-05,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Var,2,Toulon,83041,Chercheurs en herbe,36,5.9361201524735,43.106994185001
1089,"Collecte de déchets sauvages ""Parce que Toulon...Rouge et Noir !""",Ramassage,,,Plages de Pipady au Mourillon,2022-09-17,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Var,2,Toulon,83041,Chercheurs en herbe,36,5.9361630678177,43.106950002554
1088,Ramassage citoyen de déchets sauvages – Anse Méjean,Ramassage,,,"Cap Brun, Anse de Méjean",2022-05-15,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Var,2,Toulon,83100,Chercheurs en herbe,36,5.9712517261505,43.105261132133
1087,Nettoyons le Mont-Faron,Ramassage,,,Mont Faron,2022-05-29,Zone naturelle ou rurale (hors littoral et montagne)/Forêt/Présent au sol (abandonné),Région Sud Provence Alpes Côtes D'Azur,Var,2,Toulon,83200,Chercheurs en herbe,36,5.930101275444,43.150480063772
1086,Collecte déchets sauvages – Digues Tour Royale et plage de Pipady,Ramassage,,,"Plage de Pipady, Tour Royale",2022-03-20,Littoral (terrestre)/Parc urbain - Jardin public/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Var,2,Toulon,83800,Chercheurs en herbe,36,5.9262710809708,43.103866821217
1085,Ramassage citoyen de déchets sauvages – Anse Méjean,Ramassage,,,"Cap Brun, Anse de Méjean",2022-02-26,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Var,2,Toulon,83100,Chercheurs en herbe,36,5.9713160991669,43.105261132133
1084,Horizons - 19 06 2021,Ramassage,Les escales de la transition,,,2021-06-19,Littoral (terrestre)/Port/Présent au sol (abandonné),Bretagne,Côtes-d'Armor,4,Paimpol,22500,Horizons Naviguer et Partager,292,-3.010684,48.7809949
1083,Horizons - 20 12 2021,Ramassage,Les escales de la transition,,,2021-12-20,Cours d'eau/Port - barrage - écluse/Flottant,Normandie,Calvados,4,Caen,14000,Horizons Naviguer et Partager,292,-0.3560634,49.1842939
1082,1ère Collecte 2022 – Port St Louis et plage de la Mitre,Ramassage,,,"Sentier du littoral, Criques Plage de la Mitre",2022-01-23,Littoral (terrestre)/Digue et ouvrage/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Var,2,Toulon,83041,Chercheurs en herbe,36,5.9360986948013,43.10692111872
1081,Finition de Noël,Ramassage,,,,2021-12-20,"Zone urbaine/Route, rue, place/Présent au sol (abandonné)",Grand Est,Bas-Rhin,2,Monswiller,67700,SoS Pla'nette,274,7.3805522923067,48.753728192046
1080,Grand nettoyage sur les plages du Prado,Ramassage,,,,2021-12-18,Mer - Océan/Mer - Océan/Flottant,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Marseille,13008,Mer Veille,259,5.371911047514,43.260232747253
1079,Nettoyage de Noel,Ramassage,,Nous nous répartirons suivant le nombre de personnes présentent. Pour tout contact c'est jPol au  07 83 14 45 41,,2021-12-16,Zone naturelle ou rurale (hors littoral et montagne)/Route/Présent au sol (abandonné),Grand Est,Bas-Rhin,2,Saint-Jean-Saverne,67700,SoS Pla'nette,274,7.3688507088809,48.769305370986
1078,Ramassage sur les Rives de l'Ouvèze et du Rhône,Ramassage,Projet Azur,,,2021-12-12,Cours d'eau/Berge naturelle (hors plage)/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Vaucluse,2,Avignon,84000,Projet Azur,283,4.8009395599365,43.951561551059
1077,Dépollution du littoral martiniquais,Ramassage,,Rendez-vous sur le littoral de cette zone,,2021-12-12,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Martinique,,2,Les Trois-Îlets,97229,Wings of the Ocean,146,-61.051826822842,14.560227155615
1076,AME Théoule #2,Ramassage,,,,2021-11-23,Littoral (terrestre)/Digue et ouvrage/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Alpes-Maritimes,4,Théoule-sur-Mer,06590,NaturDive,178,6.9375684857368,43.509745216023
1075,Ramassage plage de la Garoupe,Ramassage,,,,2021-12-05,Littoral (terrestre)/Rocher et crique/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Alpes-Maritimes,1,Antibes,06160,Opération Mer Propre,182,7.1357004604566,43.5545457
1074,Dépollution Mission Sud : Port des Goudes,Ramassage,Opération Wings of the Ocean - Mission Sud,,,2021-08-20,Littoral (terrestre)/Digue et ouvrage/Présent au sol (abandonné) et échoué,Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Marseille,13008,Wings of the Ocean,146,5.3455373,43.2164049
1073,Dépollution Mission Sud : Feu de la Jetée Quai du Rhône (2),Ramassage,Opération Wings of the Ocean - Mission Sud,,,2021-08-16,Littoral (terrestre)/Digue et ouvrage/Présent au sol (abandonné) et échoué,Occitanie,Hérault,2,Sète,34200,Wings of the Ocean,146,3.6959771,43.4014434
1072,Dépollution Mission Sud : Fabrègues,Ramassage,Opération Wings of the Ocean - Mission Sud,,,2021-08-15,"Zone urbaine/Route, rue, place/Présent au sol (abandonné)",Occitanie,Hérault,2,Fabrègues,34690,Wings of the Ocean,146,3.7776283,43.550677
1071,Dépollution Mission Sud : Plage Beauduc,Ramassage,Opération Wings of the Ocean - Mission Sud,Déplacement à Plage Beauduc et alentours non accessibles,,2021-08-10,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Arles,,Wings of the Ocean,146,4.556346856408,43.38056865
1070,Dépollution Mission Sud : Port des Saintes-Maries-de-la-Mer,Ramassage,Opération Wings of the Ocean - Mission Sud,Déplacement aux Saintes Marie de la Mer,,2021-08-09,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Occitanie,Gard,2,Le Grau-du-Roi,30240,Wings of the Ocean,146,4.1314843,43.5188519
1069,Dépollution Quai de la Suisse - Chantier Kraken,Ramassage,,,,2021-12-03,Littoral (terrestre)/Port/Présent au sol (abandonné),Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Port-Saint-Louis-du-Rhône,13230,Wings of the Ocean,146,4.8087931,43.3836104
1068,Ramassage Plage de l'huveaune,Ramassage,#EnsemblePourMarseille2021 : dépollutions solidaires post innondation,,,2021-10-06,"Littoral (terrestre)/Plage (sable, galets, gravillons)/Présent au sol (abandonné) et échoué",Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Marseille,13008,1 déchet par jour,88,5.3753807639905,43.25903975
1067,Dépollution ile des 3 frères - Chateauneuf les martigues,Ramassage,Opération Wings of the Ocean - Etang de Berre,,Îles des Trois Frères,2021-10-24,Lagune et étang côtier/Route/Présent au sol (abandonné),Région Sud Provence Alpes Côtes D'Azur,Bouches-du-Rhône,2,Châteauneuf-les-Martigues,13220,Wings of the Ocean,146,5.1124433,43.3980572
